feature54893\HO_test\source_md\spy_ENU.md.xlf,Skipped,Skipped - No tranformation required
feature54893\HO_test\source_md\tutrial_ENU.md.xlf,Skipped,Skipped - No tranformation required
feature54893\HO_test\source_md\ignoreME.txt,Skipped,Skipped - No tranformation required
